	abv	attenuation_level	boil_volume	brewers_tips	contributed_by	description	ebc	first_brewed	food_pairing	ibu	id	image_url	ingredients	method	name	ph	srm	tagline	target_fg	target_og	volume
19	2.5	70.4	{'value': 25, 'unit': 'litres'}	Wheat and flaked oats can help to add to the body of the beer. This makes up for the lack of alcoholic bite.	Lars Gregori <choas>	Doodlebug is our fusion of low strength and enormously high tropical hop levels â€“ think a mashup of Hop Fiction and How to Disappear Completely, and youâ€™re almost there. Clocking in at 2.8% ABV, Doodlebug is keg-only and is packed with Amarillo, Chinook and Mosaic; letting fly a hoppy buzzbomb at sub-session-strength.	10.0	09/2015	['Lightly curried spiced chickpea dip', 'Fried calamari with a mild sauce', 'Lemon sherbet cookies']	35.0	180	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pilsner', 'amount': {'value': 1.69, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Chinook', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Mosaic', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Doodlebug	4.2	5.0	Hoppy Sub-Session Pale Ale.	1008.0	1027.0	{'value': 20, 'unit': 'litres'}
20	7.4	82.6	{'value': 25, 'unit': 'litres'}	You can always add more hops, but it is difficult to take them away. Carry out multiple additions of the hops during dry hopping to achieve the best profile.	Ali Skinner <AliSkinner>	Piney, citrusy and resinous with herbal notes, Vic Secret is dual-purpose (flavour & bitterness) perfect for brewing up a single hop IPA.	30.0	10/2013	['Roasted duck', 'Gorgonzola and rye nut bread with smoked honey ham', 'Raspberry coffee cheesecake']	70.0	181	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.4, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'Vic Secret', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Vic Secret', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Vic Secret', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Vic Secret', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Vic Secret	4.4	15.0	Single Hop India Pale Ale.	1012.0	1069.0	{'value': 20, 'unit': 'litres'}
21	2.8	63.1	{'value': 25, 'unit': 'litres'}	In any low ABV fermentation after primary fermentation has finished if the beer smells or tastes like wort, allow it to condition on the yeast for an extra 24 - 48 hours. This can round the profile off well.	Sam Mason <samjbmason>	Prototype Challenge 2014. All Day Long is a mild like no other. This complex, low-alcohol brew was the third of our 2014 Prototypes. Featuring a boatload of seven different speciality malts and some of our favourite hops, this beer is resinous at first, transitioning into something akin to bitter orange marmalade spread onto a thick bread crust. This is for everyone who said BrewDog would never brew a mild...	42.0	11/2014	['Chunky orange marmalade on toast', 'Prawn toast with sweet chilli sauce', 'Lemon tart']	30.0	182	https://images.punkapi.com/v2/182.png	{'malt': [{'name': 'Caramalt', 'amount': {'value': 3.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 8.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 30}], 'fermentation': {'temp': {'value': 22, 'unit': 'celsius'}}, 'twist': None}	All Day Long - Prototype Challenge	4.4	21.0	Malty Low ABV Ale.	1012.0	1032.5	{'value': 20, 'unit': 'litres'}
22	4.2	72.7	{'value': 25, 'unit': 'litres'}	Keep the temperature of the fermentation as close to 12C as possible (or below). This allows the yeast to create a crisper and cleaner beer.	Sam Mason <samjbmason>	A dry-hopped Session Pilsner. At 4.2% this amber-hued lager packs a malty punch with toasty Munich character and a light caramel sweetness. From here, things take a sharp turn towards the hoppy flavour, with some serious US citrus packed classic hops.	19.0	11/2012	['Falafel and hummus pitta wrap', 'Bratwurst with spicy relish', 'Strawberry tart']	25.0	183	https://images.punkapi.com/v2/183.png	{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 3.38, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 1.25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 2007 - Pilsen Lagerâ„¢'}	{'mash_temp': [{'temp': {'value': 70, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 16, 'unit': 'celsius'}}, 'twist': None}	Nuns With Guns	4.4	9.5	Dry-Hopped Lager.	1012.0	1044.0	{'value': 20, 'unit': 'litres'}
23	8.0	82.0	{'value': 25, 'unit': 'litres'}	Ensure you aerate the wort to get a nice clean fermentation and really get the best out of the UK hops.	Sam Mason <samjbmason>	"Like IPA historically would have been. Part of this beer was aged on a fishing boat in an oak cask and released as ""Atlantic IPA""."	55.0	12/2008	['Smoked venison sausage', 'Very mature Cheddar', 'Fettucine alfredo']	80.0	184	https://images.punkapi.com/v2/184.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.73, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.52, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 0.52, 'unit': 'kilograms'}}], 'hops': [{'name': 'First Gold', 'amount': {'value': 146, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'East Kent Goldings', 'amount': {'value': 47, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Fuggles', 'amount': {'value': 46, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Bramling Cross', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Goldings', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Safale US-05'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Atlantic IPA Ale	4.4	13.0	IPA Of Yesteryear.	1013.0	1074.0	{'value': 20, 'unit': 'litres'}
24	32.0	82.2	{'value': 25, 'unit': 'litres'}	This level of alcohol can be achieved using a domestic freezer. Use a container with a tap close to the bottom so you can run the un-frozen, concentrated beer from under the ice on top. You may have to do this three or four times.	Sam Mason <samjbmason>	This beer is about pushing the boundaries, it is about taking innovation in beer to a whole new level. Dark and decadent, plum, treacle and roast coffee are amplified beyond any stout you've had before.	250.0	09/2009	['Lobster thermidor', 'Pan fried Foie Gras', 'Vanilla bean white chocolate']	1157.0	185	https://images.punkapi.com/v2/185.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 11.25, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 1.75, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Roasted Barley', 'amount': {'value': 0.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'WLP099 - Super High Gravity Ale'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Cranberry: 25g at end, Jasmine: 25g at end, Muscovado sugar: 300g at start, Oak chips: 15g at FV'}	Tactical Nuclear Penguin	4.4	127.0	Uber Imperial Stout.	1028.0	1157.0	{'value': 20, 'unit': 'litres'}
25	5.8	76.7	{'value': 25, 'unit': 'litres'}	When dry hopping with the jasmine, use a muslin or cloth like a tea bag, and make sure it has a heavy object in it (ensure its clean). This will help to keep the jasmine submerged in the beer for better flavour extraction.	Sam Mason <samjbmason>	This has big floral aromas backed up with some of our favourite fruity hop flavours. Bitter, bright and refreshing, our Jasmine IPA is a perfect spring beer for drinking outside (under a patio heater, with a pair of gloves on).	35.0	03/2014	['Chicken satay', 'Thai fishcakes', 'Honey and almond sponge cake']	40.0	186	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.69, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Motueka', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Jasmine', 'amount': {'value': 31, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Jasmine', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Jasmine addition in cold conditioning'}	Jasmine IPA	4.4	17.5	Floral & Fruity India Pale Ale.	1014.0	1060.0	{'value': 20, 'unit': 'litres'}
26	5.2	80.0	{'value': 25, 'unit': 'litres'}	Munich malt adds a biscuit sweetness, while the rye adds a spicy bready character.	Sam Mason <samjbmason>	Dry-hopped with some of our hop heroes, bringing incredibly fruity aromas of zesty orange, pithy grapefruit, pungent pine and resin, backed up with spicy, toasty malt flavours of toffee, biscuit, rye bread and toast crust.	17.0	01/2013	"['Spicy fish tacos', ""Bacon mac 'n' cheese"", 'Pear crumble']"	50.0	187	https://images.punkapi.com/v2/187.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3.38, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 6.25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 6.25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Lichtenstein Pale Ale	4.4	8.5	Us-Hopped Rye Pale Ale.	1010.0	1050.0	{'value': 20, 'unit': 'litres'}
27	10.0	89.0	{'value': 25, 'unit': 'litres'}	Allow the fermentation to go as far as possible. Soak oak chips in whisky to get the barrel aged characteristic.	Sam Mason <samjbmason>	Paradox. Reloaded. In 2011 we put Paradox into high gear to create an Imperial Stout destined for ageing. Loaded with dark roasted malts for a full bodied, toasted background, an array of bitter, earthy and resinous hops, and brewed with oats for a bold mouthfeel. This beer is the perfect canvas for barrel ageing.	300.0	06/2010	['Smoked cured beef', 'Smoked aubergine tapenade with rye bread', 'Beer affogato - 1/3 glass of Paradox with a scoop of vanilla ice cream']	55.0	188	https://images.punkapi.com/v2/188.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.86, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 2, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.86, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Saaz', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Try ageing on oak chips, infusing with rum raisins, or vanilla pods'}	Paradox Jura	4.4	152.0	Ubiquitous Imperial Stout.	1014.0	1128.0	{'value': 20, 'unit': 'litres'}
28	12.8	81.5	{'value': 25, 'unit': 'litres'}	Use chipotle morito chillies to add a subtle level of smoky character to the beer.	Sam Mason <samjbmason>	AB:11 is an Imperial Black Barley Wine brewed with ginger, black raspberries and chipotle peppers. A 12.8% rollercoaster of ginger zestiness and chipotle smokiness, all bound together with dark berry tartness and the decadent residual body of a Black Barley Wine.	79.0	08/2012	['Steak taquitos with spicy mole sauce', 'Herb roasted duck with a fruit sauce', 'Dark chocolate and chilli flourless cake']	70.0	189	https://images.punkapi.com/v2/189.png	{'malt': [{'name': 'Extra Pale - Spring Blend', 'amount': {'value': 8.75, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.625, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 0.625, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.3125, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Saaz', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Ginger Powder', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 68, 'unit': 'celsius'}, 'duration': 40}], 'fermentation': {'temp': {'value': 18, 'unit': 'celsius'}}, 'twist': 'Grated ginger root: 62.5g for 45mins, Add chipotle peppers and raspberries into the FV post- fermentation, Chipotle'}	AB:11	4.4	40.0	Black Barley Wine With Ginger, Raspberries, Chipotle Peppers.	1020.0	1108.0	{'value': 20, 'unit': 'litres'}
